28.501778,181.630386,0.066875,1
28.501778,181.738183,0.015,1
28.470031,181.630386,0.115,1
28.470031,181.738183,0.2375,1
28.438274,181.630386,0.26625,1
28.438274,181.774116,0.156875,1
28.406508,181.630386,0.324375,1
28.406508,181.666318,0.190625,1
28.406508,181.774116,0.03875,1
28.374732,181.630386,0.103125,1
28.374732,181.666318,0.155625,1
28.374732,181.702251,0.164375,1
28.374732,181.738183,0.00125,1
28.311152,182.636499,0.256249,2
28.279348,182.600566,0.324999,2
28.279348,182.672431,0.166875,2
28.247533,182.600566,0.661875,2
28.247533,182.636499,0.021875,2
28.247533,182.672431,0.319999,2
28.247533,182.708364,0.162499,2
28.21571,182.600566,0.149375,2
28.21571,182.708364,0.419999,2
28.183876,182.600566,0.2175,2
28.152033,182.636499,0.25,2
28.152033,182.672431,0.171875,2
27.992675,184.181601,0.215445,3
27.992675,184.217534,0.158534,3
27.960775,184.145668,0.051151,3
27.960775,184.325331,0.148711,3
27.928865,184.109736,0.137871,3
27.928865,184.145668,0.203927,3
27.928865,184.181601,0.089768,3
27.928865,184.217534,0.02439,3
27.928865,184.325331,0.302165,3
27.896946,184.037871,0.003387,3
27.896946,184.073803,0.217816,3
27.896946,184.109736,0.131096,3
27.896946,184.145668,0.029471,3
27.896946,184.181601,0.095527,3
27.896946,184.217534,0.163955,3
27.896946,184.325331,0.412597,3
27.865017,184.037871,0.022357,3
27.865017,184.073803,0.230688,3
27.865017,184.181601,0.257111,3
27.865017,184.217534,0.117207,3
27.865017,184.325331,0.429196,3
27.833079,184.037871,0.042682,3
27.833079,184.073803,0.542,3
27.833079,184.181601,0.321812,3
27.833079,184.217534,0.101625,3
27.833079,184.253466,0.340782,3
27.801131,184.037871,0.542,3
27.801131,184.145668,0.410564,3
27.769173,184.037871,0.542,3
27.769173,184.109736,0.177843,3
27.769173,184.145668,0.007452,3
27.737207,184.037871,0.023035,3
27.737207,184.073803,0.001693,3
27.737207,184.181601,0.242206,3
27.737207,184.217534,0.385836,3
27.737207,184.253466,0.126692,3
26.094491,185.978232,0.003004,4
26.094491,186.121962,0.145907,4
26.062041,185.978232,0.171387,4
26.062041,186.121962,0.1923,4
26.029582,185.978232,0.1923,4
26.029582,186.121962,0.1923,4
25.997114,186.121962,0.152277,4
25.964636,185.978232,0.004687,4
25.964636,186.014164,0.1923,4
25.964636,186.050097,0.1923,4
25.964636,186.086029,0.1923,4
25.964636,186.121962,0.093025,4
25.93215,186.050097,0.038219,4
25.93215,186.086029,0.04543,4
25.93215,186.121962,0.003004,4
26.062041,186.553153,0.3,5
26.062041,186.589086,0.3,5
26.062041,186.625019,0.3,5
26.062041,186.660951,0.3,5
26.029582,186.553153,0.3,5
26.029582,186.625019,0.3,5
26.029582,186.696884,0.3,5
25.997114,186.553153,0.3,5
25.997114,186.589086,0.3,5
