comparison,Connection_100_60,Particles_100_60,Connection_100repeat_60,Particles_100repeat_60,Connection_250_60,Particles_250_60,Connection_500_60,Particles_500_60,Connection_750_60,Particles_750_60,Connection_1000_60,Particles_1000_60
Wake / Hawaii,Not,Not,Not,Not,Settled,1,Not,Not,Not,Not,Not,Not
